,Superficie,Precio Venta,Fecha Venta,Vendedor
2118,98,509600,2006-11-10,Pedro
2119,75,378900,2006-12-16,Carmen
2120,169,810186,2006-12-05,Joaquín
2121,123,757434,2006-08-23,Pedro
2122,56,550816,2006-12-03,Jesús
2123,89,475171,2006-10-12,Luisa
2124,95,650750,2006-09-24,Carmen
2125,252,2381400,2006-06-13,María
2126,157,1409546,2007-01-05,Pedro
2127,264,2181432,2006-12-25,María
2128,234,1286766,2006-10-12,Luisa
2129,168,928368,2006-12-25,Jesús
2130,288,1820448,2006-11-13,Joaquín
2131,210,1482810,2006-11-23,Carmen
2132,40,190280,2006-11-22,Joaquín
2133,235,2290545,2006-08-22,Carmen
2134,283,1709037,2006-07-14,Carmen
2135,68,669664,2006-05-29,Jesús
2136,216,1204200,2007-01-17,Joaquín
2137,108,1041120,2006-05-07,Pedro
2138,129,1140876,2006-07-02,Pedro
2139,194,1315126,2006-09-11,Luisa
2140,65,272545,2006-06-23,Carmen
2141,88,808192,2007-01-17,Carmen
2142,124,536672,2007-01-30,María
2143,218,1677728,2006-05-19,Pedro
2144,46,224342,2006-06-14,Jesús
2145,95,570760,2006-07-01,María
2146,104,682240,2006-08-30,Jesús
2147,206,1747292,2006-06-11,Carmen
2148,142,693244,2006-09-19,Jesús
2149,211,1155436,2006-12-27,Pedro
2150,43,303365,2006-12-24,Pedro
2151,293,1298869,2006-07-11,Jesús
2152,227,2001232,2006-12-06,María
2153,200,1539800,2006-12-25,Carmen
2154,252,1949220,2006-10-20,Carmen
2155,259,1627556,2006-05-30,María
2156,254,1522222,2007-02-05,María
2157,96,652896,2006-11-07,Joaquín
2158,233,1157544,2006-06-10,Jesús
2159,118,734786,2006-07-19,Joaquín
2160,210,1511160,2006-10-21,Luisa
2161,184,864248,2006-07-18,María
2162,141,1401822,2006-05-29,María
2163,62,506540,2006-10-08,Joaquín
2164,83,444299,2007-01-18,Joaquín
2165,131,1163542,2007-01-18,Luisa
2166,149,1436211,2007-02-01,María
2167,84,481992,2006-07-28,Jesús
2168,227,2069786,2006-10-16,Luisa
2169,132,973764,2006-05-19,Joaquín
2170,114,636918,2007-01-10,Luisa
2171,201,1733022,2006-09-08,Pedro
2172,279,2331324,2006-08-02,Joaquín
2173,188,1541976,2006-07-19,Joaquín
2174,117,561132,2006-10-08,Luisa
2175,276,1302720,2006-11-09,María
2176,78,366132,2006-11-20,Jesús
2177,271,2108109,2006-12-24,Pedro
2178,127,928243,2006-05-25,María
2179,101,673670,2006-07-05,Pedro
2180,153,1140156,2006-06-30,Joaquín
2181,126,1031058,2006-09-13,Carmen
2182,55,262185,2007-02-02,Joaquín
2183,107,839522,2006-08-11,Luisa
2184,88,770968,2006-10-27,Luisa
2185,228,1815336,2006-06-10,Jesús
2186,71,342078,2006-12-28,Pedro
2187,245,1660120,2006-11-26,Pedro
2188,271,1647409,2007-01-12,Pedro
2189,217,1912638,2006-10-22,Luisa
2190,88,544896,2006-12-08,Carmen
2191,249,1307250,2006-11-20,Luisa
2192,260,2470000,2006-05-27,Luisa
2193,154,1109262,2006-06-06,Carmen
2194,168,850752,2006-07-12,Joaquín
2195,64,319616,2006-07-06,Carmen
2196,160,800160,2006-10-12,Jesús
2197,110,704770,2007-01-17,Pedro
2198,193,982563,2006-05-26,Pedro
2199,272,1586032,2007-01-23,María
2200,257,1598283,2007-02-03,Luisa
2201,135,764505,2006-06-10,Pedro
2202,78,443976,2006-07-17,Jesús
2203,81,788697,2006-08-18,Luisa
2204,166,685082,2007-02-02,Joaquín
2205,121,1002122,2006-07-13,Pedro
2206,281,2577332,2006-07-03,Carmen
2207,100,888900,2006-08-02,Joaquín
2208,296,1761200,2007-02-13,Joaquín
2209,240,1706400,2006-08-29,Pedro
2210,146,1095146,2006-10-21,María
2211,287,1351196,2006-06-18,Jesús
2212,97,493924,2007-01-21,Luisa
2213,249,1882440,2006-12-16,Carmen
2214,141,659316,2006-10-14,Luisa
2215,125,657500,2007-03-02,Carmen
2216,130,703950,2006-10-28,María
2217,243,1918728,2006-07-26,Luisa
2218,74,697746,2007-01-11,Carmen
2219,48,348720,2006-11-26,Luisa
2220,269,1908286,2007-01-29,Jesús
2221,201,1929198,2006-08-16,María
2222,99,927927,2006-09-04,María
2223,293,1996209,2006-07-26,Jesús
2224,243,1552041,2006-12-03,Luisa
2225,177,980934,2006-09-11,Luisa
2226,131,732028,2006-07-04,Pedro
2227,176,1463264,2006-12-21,Pedro
2228,126,1177722,2007-02-14,Pedro
2229,143,1205347,2006-12-22,María
2230,223,1510825,2006-06-19,Luisa
2231,227,2257515,2007-02-06,Luisa
2232,162,1202850,2006-11-30,Pedro
2233,177,1191033,2006-06-27,Carmen
2234,62,500836,2007-02-16,Joaquín
2235,138,1343844,2007-01-01,Carmen
2236,248,1460224,2007-01-26,María
2237,217,1659833,2007-03-01,Luisa
2238,272,1705712,2006-06-19,Joaquín
2239,52,503828,2006-09-26,Jesús
2240,258,1930614,2006-07-07,Joaquín
2241,84,708792,2007-02-26,Luisa
2242,45,446940,2006-07-17,Pedro
2243,150,1159650,2006-09-22,Joaquín
2244,182,1489124,2007-02-22,Pedro
2245,240,2175360,2006-09-07,Luisa
2246,214,1331936,2006-12-04,Joaquín
2247,143,616044,2007-01-19,Carmen
2248,229,1243699,2007-02-11,María
2249,63,343602,2006-10-16,Carmen
2250,283,1219730,2006-07-26,Pedro
2251,48,400512,2006-07-22,Pedro
2252,258,1646556,2006-11-30,Carmen
2253,87,603780,2007-03-07,Joaquín
2254,178,1171418,2006-12-05,María
2255,121,764115,2006-11-19,Joaquín
2256,196,1611708,2007-01-08,Jesús
2257,60,358620,2006-11-26,María
2258,286,1413698,2007-03-15,Carmen
2259,83,743265,2007-01-03,Joaquín
2260,93,435333,2006-10-19,Jesús
2261,199,1685729,2006-12-27,Luisa
2262,220,1550780,2006-10-21,Carmen
2263,274,1456858,2006-07-28,Pedro
2264,149,948832,2007-01-14,Joaquín
2265,290,2797050,2006-10-02,Luisa
2266,151,776442,2006-08-21,Jesús
2267,97,885998,2007-01-31,Carmen
2268,185,867465,2007-02-05,María
2269,202,823150,2007-01-31,Jesús
2270,225,1501650,2006-06-22,Jesús
2271,191,926350,2006-09-22,Carmen
2272,150,1396200,2006-07-31,Pedro
2273,114,978120,2007-01-19,María
2274,114,461130,2006-12-26,Joaquín
2275,235,2145315,2007-02-09,Joaquín
2276,263,2034042,2006-09-08,Carmen
2277,294,2427558,2007-01-30,Pedro
2278,66,328482,2006-12-14,Joaquín
2279,290,1442460,2007-01-28,Carmen
2280,254,1558036,2007-03-15,María
2281,76,385396,2007-02-17,Jesús
2282,42,238014,2006-09-04,Pedro
2283,70,433370,2006-09-20,María
2284,203,875336,2006-08-28,María
2285,108,780516,2006-10-07,Joaquín
2286,230,1690730,2006-11-15,Carmen
2287,134,780148,2006-08-23,Joaquín
2288,111,882783,2006-09-07,María
2289,97,950891,2007-03-13,Luisa
2290,283,1227937,2006-12-31,Joaquín
2291,295,1490930,2007-03-14,Joaquín
2292,102,828138,2006-11-12,Carmen
2293,112,485520,2006-12-08,Luisa
2294,155,1425690,2006-11-08,Jesús
2295,118,746940,2006-11-25,Jesús
2296,164,771292,2006-09-22,Joaquín
2297,118,733134,2007-01-21,Jesús
2298,41,403727,2006-12-26,Jesús
2299,128,1213312,2006-11-02,María
2300,190,1760920,2006-10-22,Jesús
2301,123,978588,2006-08-09,Jesús
2302,79,595660,2006-09-03,Pedro
2303,185,779220,2006-10-26,María
2304,180,1071720,2007-03-31,Carmen
2305,150,1267950,2006-09-15,Jesús
2306,154,1405404,2006-09-08,María
2307,261,2598516,2006-08-29,Carmen
2308,298,2236490,2007-01-07,Joaquín
2309,82,593352,2006-11-25,Joaquín
2310,80,770800,2006-11-02,Pedro
2311,261,1189377,2006-09-19,Jesús
2312,82,418610,2007-03-03,Joaquín
2313,234,1475136,2006-09-18,Carmen
2314,84,412272,2006-11-08,Luisa
2315,181,1789185,2007-01-27,Carmen
2316,151,737635,2007-03-12,Carmen
2317,179,809080,2006-09-01,Jesús
2318,47,313537,2007-01-05,Joaquín
2319,113,704894,2007-01-27,Carmen
2320,58,407044,2006-08-29,Jesús
2321,45,402885,2007-03-28,Joaquín
2322,141,1058628,2007-01-29,Luisa
2323,182,1400308,2007-01-07,Joaquín
2324,89,711199,2006-08-21,Carmen
2325,89,729444,2006-12-27,Luisa
2326,161,1240827,2007-03-05,Carmen
2327,130,1276600,2007-01-04,María
2328,188,1772840,2006-12-08,Pedro
2329,124,1026596,2007-03-28,Carmen
2330,224,1901536,2007-03-23,Joaquín
2331,180,984780,2006-09-01,Joaquín
2332,135,973890,2007-01-09,Joaquín
2333,288,1781568,2006-09-24,María
2334,265,1944570,2006-09-27,Luisa
2335,189,1192401,2007-03-20,Carmen
2336,193,1826938,2006-09-12,Pedro
2337,154,960960,2007-03-23,Jesús
2338,211,958151,2007-02-01,Carmen
2339,196,1670116,2006-09-19,Pedro
2340,220,1282820,2006-11-25,Carmen
2341,244,1386164,2007-03-27,María
2342,166,971100,2007-03-02,Luisa
2343,120,1085160,2006-08-14,Luisa
2344,89,673552,2007-01-21,Luisa
2345,143,1258972,2006-12-03,Luisa
2346,205,886215,2006-12-05,Carmen
2347,121,652190,2006-12-09,Luisa
2348,107,668322,2007-04-13,María
2349,62,433008,2006-10-20,Carmen
2350,94,559206,2006-09-23,Joaquín
2351,252,1690164,2006-11-16,María
2352,160,745600,2007-01-06,Joaquín
2353,48,224304,2007-02-11,Luisa
2354,289,1504823,2006-10-31,Luisa
2355,199,1777866,2006-12-23,Jesús
2356,75,622200,2006-11-26,María
2357,287,1567020,2006-08-17,Carmen
2358,193,1363352,2007-04-02,Carmen
2359,212,1203524,2007-04-14,Luisa
2360,218,2136182,2007-01-14,Luisa
2361,187,1359677,2007-02-12,Pedro
2362,286,2398682,2006-08-06,Joaquín
2363,70,533680,2007-01-09,María
2364,279,1794807,2006-11-18,Luisa
2365,270,1716390,2006-11-22,Jesús
2366,243,2047761,2006-10-12,María
2367,134,1024698,2006-11-09,Jesús
2368,69,464577,2006-09-20,Joaquín
2369,132,580800,2007-03-13,Joaquín
2370,270,2364390,2007-04-02,Luisa
2371,220,1548800,2006-10-04,María
2372,200,1996000,2006-08-05,Joaquín
2373,239,1264310,2007-02-15,Carmen
2374,138,686826,2007-04-30,María
2375,296,2813776,2006-10-22,Luisa
2376,123,984369,2007-03-23,Pedro
2377,292,1538256,2007-05-01,Jesús
2378,233,1220454,2007-04-18,Carmen
2379,238,1953742,2006-12-19,Joaquín
2380,205,1921260,2006-12-17,María
2381,148,749472,2006-10-26,María
2382,250,1002500,2007-01-16,Carmen
2383,91,680043,2007-02-03,Pedro
2384,188,1769644,2007-02-23,Carmen
2385,144,1211184,2007-02-27,María
2386,294,1784580,2007-01-28,Luisa
2387,106,594130,2006-12-03,Carmen
2388,250,2281250,2007-03-08,Luisa
2389,290,1853390,2007-05-01,Luisa
2390,257,1591344,2007-01-19,Luisa
2391,92,783380,2007-05-07,María
2392,283,2072692,2006-10-02,Carmen
2393,171,708795,2007-04-07,Carmen
2394,300,2585100,2006-10-15,Luisa
2395,170,1602930,2006-11-05,Joaquín
2396,236,2001280,2007-03-04,Jesús
2397,92,506184,2006-12-29,María
2398,106,729280,2007-03-22,Jesús
2399,104,831896,2007-02-22,Pedro
2400,216,2144448,2007-01-26,María
2401,86,360942,2006-11-17,Jesús
2402,275,1819950,2006-11-11,Luisa
2403,221,1356498,2006-10-10,Luisa
2404,210,1371720,2007-03-26,Pedro
2405,197,1840571,2006-10-10,Luisa
2406,139,560170,2006-08-27,Jesús
2407,199,817094,2006-10-12,María
2408,195,1790490,2006-12-16,Carmen
2409,67,615663,2007-03-24,Jesús
2410,201,1163388,2007-01-24,Joaquín
2411,277,1802993,2007-03-01,Joaquín
2412,123,499380,2006-08-17,Joaquín
2413,257,2203004,2006-11-15,Pedro
2414,295,2200405,2007-03-24,María
2415,179,832529,2006-09-29,Jesús
2416,184,1113016,2007-01-15,María
2417,167,853370,2006-09-22,María
2418,176,1214576,2006-10-08,Luisa
2419,149,1099024,2006-10-01,Luisa
2420,49,248283,2007-04-14,María
2421,280,2370200,2007-02-04,Luisa
2422,156,1294176,2006-10-05,Carmen
2423,225,1752975,2006-09-22,Jesús
2424,285,2603190,2006-11-15,Joaquín
2425,247,2320565,2007-05-01,Jesús
2426,213,928041,2006-12-10,Luisa
2427,277,2268076,2007-01-25,María
2428,273,2682225,,
2429,245,2037420,2007-04-04,Pedro
2430,271,2303500,2007-01-22,Luisa
2431,232,1699168,2006-08-27,Carmen
2432,203,1315846,2007-02-27,Carmen
2433,202,1112010,2007-01-29,Pedro
2434,125,822625,2007-01-31,Joaquín
2435,61,380274,,
2436,195,1927770,2007-01-10,Jesús
2437,129,818505,2006-08-30,Carmen
2438,43,379905,2006-12-26,Jesús
2439,278,2336590,2006-12-26,Luisa
2440,207,1381104,2007-04-30,María
2441,80,786320,2007-01-05,Jesús
2442,233,1682260,,
2443,106,795318,2006-09-11,Joaquín
2444,194,1466058,2007-01-29,Carmen
2445,253,1162788,2007-01-22,Luisa
2446,106,922200,2007-03-16,Pedro
2447,40,328720,2007-03-20,Luisa
2448,228,2203620,2007-03-29,Joaquín
2449,202,1524898,2006-12-28,Carmen
2450,65,458640,2006-11-26,Joaquín
2451,83,825518,2007-04-29,Joaquín
2452,181,1438226,2006-12-27,Pedro
2453,86,419250,2006-11-26,María
2454,190,1410370,2006-11-01,María
2455,156,916500,2006-09-11,Joaquín
2456,234,1305720,2006-08-31,Luisa
2457,167,685368,2007-01-13,Carmen
2458,270,1097010,2007-04-02,María
2459,209,2017268,2007-01-26,Luisa
2460,189,1342278,2006-12-16,Carmen
2461,246,1044762,2007-03-22,María
2462,110,1026300,2007-02-08,Luisa
2463,262,1843694,2006-12-29,Carmen
2464,122,1107028,2006-11-19,Pedro
2465,91,696696,,
2466,224,1705760,2007-03-03,Jesús
2467,57,360696,2007-02-05,Pedro
2468,260,1616680,2007-04-25,Carmen
2469,129,616878,2006-11-21,María
2470,211,1126951,2006-12-08,Joaquín
2471,166,1068376,2007-03-14,Carmen
2472,173,1251828,2007-03-04,Joaquín
2473,126,1199394,2006-12-08,Carmen
2474,264,1344024,2007-03-22,María
2475,170,1397060,2007-04-30,Pedro
2476,217,1363411,2006-12-18,Carmen
2477,294,2353176,2006-10-26,Pedro
2478,73,395879,2007-02-08,Jesús
2479,81,405324,,
2480,209,1637515,2007-04-12,Jesús
2481,215,984915,2006-12-07,María
2482,169,1447316,,
2483,201,1342278,2006-12-03,Luisa
2484,270,2632500,2007-04-18,Carmen
2485,115,1147585,2006-11-13,Joaquín
2486,71,378359,2007-01-11,Pedro
2487,255,2380170,2006-09-30,Pedro
2488,267,2211294,2007-05-06,Joaquín
2489,298,2693026,,
2490,160,1368480,2007-01-07,Joaquín
2491,90,872280,2007-04-17,Joaquín
2492,119,1149897,2006-10-27,Luisa
2493,77,745822,2006-12-21,Jesús
2494,98,918652,,
2495,149,701492,2006-11-02,Carmen
2496,133,936187,2007-02-10,Pedro
2497,126,1102500,2006-10-13,Pedro
2498,275,1443750,,
2499,165,1204005,2007-01-23,María
2500,231,2069529,2006-12-24,Jesús
2501,89,422750,,
2502,282,2717634,2006-11-30,Pedro
2503,245,2090340,,
2504,239,2235367,2006-10-09,María
2505,161,1027180,2006-10-17,María
2506,219,958563,,
2507,204,1267452,,
2508,164,1166860,2007-05-07,Joaquín
2509,146,954986,2007-04-23,María
2510,83,797215,2006-10-11,Pedro
2511,280,2384480,2007-01-01,Pedro
2512,180,887940,2006-10-12,Jesús
2513,134,1083256,2007-01-05,Jesús
2514,245,2030805,2006-12-11,María
2515,45,181170,2007-02-05,Jesús
2516,297,2162160,2006-12-28,Jesús
2517,248,1826024,,
2518,63,413910,2007-04-29,María
2519,277,2250348,2007-04-21,Jesús
2520,212,1736068,2006-12-24,Joaquín
2521,97,620218,2007-02-02,Jesús
2522,241,1327669,2007-03-10,Jesús
2523,91,885339,2006-09-28,Pedro
2524,246,2198502,2006-11-10,Carmen
2525,178,1010862,2006-11-08,Carmen
2526,298,2458798,2006-12-10,Jesús
2527,177,718266,2007-03-20,Joaquín
2528,281,1521615,2007-04-19,Carmen
2529,113,797215,2006-12-03,María
2530,213,1253505,2007-02-18,María
2531,66,373032,,
2532,155,912330,2006-11-28,Pedro
2533,246,1087812,2006-10-24,Jesús
2534,99,819621,2006-10-11,Pedro
2535,214,1988702,,
2536,71,320281,2007-03-07,Jesús
2537,214,1504420,2006-12-14,Joaquín
2538,68,396780,2007-02-10,Carmen
2539,126,536634,,
2540,209,1844425,2007-04-10,Pedro
2541,291,2849763,2007-04-28,Joaquín
2542,46,373106,,
2543,160,774400,2007-02-07,Joaquín
2544,212,1691124,2006-10-19,María
2545,89,594698,2007-03-25,Jesús
2546,234,1182636,2006-12-04,Carmen
2547,195,1576380,2007-04-24,Luisa
2548,147,1362984,2007-02-12,Carmen
2549,163,1298947,2006-12-23,María
2550,187,1059916,2006-10-03,Carmen
2551,103,517472,,
2552,74,304288,2007-05-07,Luisa
2553,275,2415325,2006-12-17,Carmen
2554,267,2091144,2006-12-24,Luisa
2555,250,1298500,2006-11-24,Joaquín
2556,283,1470185,2006-12-18,Jesús
2557,212,1758964,2007-03-24,Luisa
2558,76,546440,2007-04-10,Luisa
2559,136,580856,,
2560,58,350610,2007-03-09,María
2561,144,598320,,
2562,245,1284045,2007-05-07,Joaquín
2563,103,766320,2007-04-24,Jesús
2564,155,845370,2007-04-13,Joaquín
2565,81,654885,2006-11-13,Pedro
2566,157,914839,2006-10-21,Jesús
2567,83,503478,2007-04-04,Joaquín
2568,50,390400,2007-01-15,Carmen
2569,93,512430,2007-04-28,Carmen
2570,191,1127473,2007-04-01,Luisa
2571,169,1154101,,
2572,138,668748,2007-01-19,Carmen
2573,256,2470912,,
2574,58,409712,,
2575,167,888941,2007-04-19,Luisa
2576,290,2702220,2007-03-16,Carmen
2577,139,879870,2007-02-21,Pedro
2578,274,2189534,2006-11-17,Luisa
2579,83,375243,2007-01-14,Pedro
2580,130,1061710,2007-03-11,Pedro
2581,101,889608,2007-01-13,María
2582,155,950615,2006-11-15,María
2583,234,1016964,2007-03-18,Luisa
2584,244,1315648,2007-03-01,María
2585,252,1889748,2006-11-23,Luisa
2586,229,1634373,2006-12-19,Jesús
2587,193,1559054,,
2588,132,949344,,
2589,273,2682225,2007-02-04,Pedro
2590,213,1359579,2007-02-24,Carmen
2591,150,1076250,2006-11-05,Carmen
2592,147,891849,,
2593,265,1632930,2007-03-08,María
2594,170,1039380,2006-11-25,Joaquín
2595,258,1700994,2006-10-23,Jesús
2596,68,489600,2007-03-17,Jesús
2597,91,659022,2007-02-26,Pedro
2598,259,1626779,2007-05-01,Joaquín
2599,64,485824,2007-02-24,María
2600,200,1021000,2006-11-20,Joaquín
2601,157,1095860,2007-04-21,Luisa
2602,98,497546,2006-12-24,Luisa
2603,112,670208,2007-02-25,María
2604,163,1550456,2007-02-03,Carmen
2605,293,1431891,,
2606,195,1899690,2006-11-18,Jesús
2607,159,931104,2007-03-20,María
2608,123,714999,,
2609,143,1365936,2007-03-13,María
2610,177,1064301,,
2611,65,598195,2006-10-30,Joaquín
2612,294,2618364,,
2613,242,1844282,,
2614,239,2199995,2007-03-04,Jesús
2615,282,1170300,2006-12-15,Jesús
2616,117,610740,2007-04-06,María
2617,84,769860,2007-01-02,Joaquín
2618,93,867783,2006-12-30,María
2619,102,688092,2007-01-21,Joaquín
2620,194,1476534,2006-11-27,Luisa
2621,291,2874207,2007-04-24,Jesús
2622,108,1002348,,
2623,52,395096,2007-03-21,María
2624,277,1232927,,
2625,97,515555,,
2626,259,1202537,2007-04-16,María
2627,237,1732233,2007-01-23,Pedro
2628,295,1706280,2007-02-03,Joaquín
2629,53,395751,2007-04-18,Joaquín
2630,291,1776555,,
2631,186,1527618,2007-03-26,Joaquín
2632,115,880440,2007-01-21,María
2633,234,1994382,2007-03-04,María
2634,253,2211979,2007-03-05,María
2635,169,1673607,2007-01-07,Luisa
2636,249,1422537,2007-04-02,Luisa
2637,97,696169,,
2638,211,1456322,2006-11-23,Carmen
2639,78,596778,2006-12-06,Pedro
2640,133,1053227,2007-01-30,Jesús
2641,275,2171950,,
2642,274,1233000,2007-02-05,Joaquín
2643,282,2205240,,
2644,232,1341656,2006-12-01,Joaquín
2645,268,1984808,2007-03-06,Carmen
2646,270,1705320,2007-03-26,Luisa
2647,220,1772540,2006-12-25,Pedro
2648,112,1093456,2007-01-24,Pedro
2649,275,1324125,2006-12-31,Carmen
2650,126,1199394,,
2651,98,957264,,
2652,110,643060,2006-12-24,Carmen
2653,297,2909412,,
2654,118,891136,,
2655,86,733236,2006-12-15,Jesús
2656,192,1622400,2006-11-16,Carmen
2657,207,1473219,2007-02-20,Jesús
2658,73,395149,,
2659,61,563762,,
2660,81,557604,2006-12-17,Carmen
2661,179,954249,2006-12-21,Carmen
2662,116,1041448,,
2663,164,1165548,,
2664,71,336043,2007-03-05,Luisa
2665,258,2539236,2007-01-11,Joaquín
2666,118,853494,,
2667,84,554148,,
2668,165,889350,2007-01-11,Carmen
2669,215,1694630,,
2670,99,925749,,
2671,128,996096,2007-04-27,Luisa
2672,40,380280,2007-03-29,Jesús
2673,173,760854,2007-03-13,Jesús
2674,41,219145,2006-12-21,Carmen
2675,294,2574558,,
2676,214,1114940,,
2677,239,1793695,2006-12-16,Carmen
2678,58,326598,2007-03-23,María
2679,228,1096452,2007-03-31,Luisa
2680,61,531493,2007-01-03,Jesús
2681,269,1971501,,
2682,59,307744,2007-04-28,María
2683,67,506252,,
2684,76,498560,2007-01-28,Pedro
2685,199,1277381,,
2686,146,1287428,,
2687,220,1230240,,
2688,263,2173169,2007-01-20,María
2689,272,2399312,2006-12-28,Luisa
2690,44,380072,2006-12-14,Joaquín
2691,73,354853,,
2692,215,1981440,2007-05-03,Jesús
2693,233,2200452,,
2694,186,1695948,2007-03-23,Pedro
2695,255,2080290,2007-01-19,Luisa
2696,298,2977318,,
2697,43,403770,2007-02-28,Jesús
2698,70,634130,2007-02-19,Joaquín
2699,179,1025491,,
2700,203,1191610,2006-12-24,María
2701,158,1553772,2007-04-20,Luisa
2702,289,2534241,2007-01-28,María
2703,221,1556282,,
2704,67,613251,2007-03-08,Joaquín
2705,171,1176480,,
2706,51,351492,2007-01-26,María
2707,242,2326346,,
2708,291,1643568,,
2709,274,2445724,2006-12-20,Luisa
2710,286,2153580,,
2711,71,348823,,
2712,239,1994933,2007-04-09,Carmen
2713,53,478431,2007-01-28,Carmen
2714,151,1110907,,
2715,224,2076480,,
2716,94,407114,2007-04-24,Pedro
2717,245,1349705,,
2718,122,770552,,
2719,188,918380,,
2720,48,256992,,
2721,251,2180939,,
2722,142,680606,2007-02-19,Pedro
2723,202,874256,,
2724,285,1299315,,
2725,100,545100,2007-01-11,Pedro
2726,230,1580790,2007-03-04,Carmen
2727,109,591325,2007-01-07,Joaquín
2728,183,920490,,
2729,68,583236,,
2730,294,2885316,2007-02-13,María
2731,225,1239525,,
2732,117,482274,2007-05-02,María
2733,197,1967242,2006-12-28,Pedro
2734,151,1057755,,
2735,224,1956864,2007-01-28,Carmen
2736,72,604440,,
2737,109,535408,2007-01-06,Joaquín
2738,126,779058,,
2739,239,2297985,,
2740,144,672192,2007-02-15,María
2741,182,1298752,,
2742,137,578688,,
2743,245,1728230,,
2744,164,1040252,2007-01-02,Carmen
2745,131,1134984,,
2746,208,2066688,,
2747,132,579348,2006-12-31,Carmen
2748,211,1326135,,
2749,257,2121278,2007-02-23,Joaquín
2750,279,1262196,2007-04-24,Jesús
2751,257,2242839,,
2752,138,1317210,2007-01-07,María
2753,254,2001266,2007-02-10,Luisa
2754,134,1088616,2007-03-11,María
2755,261,1475172,,
2756,189,958608,2007-02-23,Jesús
2757,98,458346,,
2758,41,185976,2007-01-19,Luisa
2759,110,641080,2007-01-31,Carmen
2760,77,375067,2007-01-10,Carmen
2761,211,1819875,,
2762,135,1345545,2007-05-07,Luisa
2763,133,976885,2007-01-14,Pedro
2764,115,1094225,,
2765,194,1519214,,
2766,216,1734264,2007-05-06,Pedro
2767,258,1536906,,
2768,142,1194078,2007-03-30,Joaquín
2769,244,2291404,2007-04-23,María
2770,77,496881,2007-02-01,Luisa
2771,72,372672,2007-05-04,María
2772,292,1536212,,
2773,271,1780199,2007-03-20,Carmen
2774,192,1484544,,
2775,290,2381770,2007-03-11,María
2776,284,2072632,2007-02-02,Joaquín
2777,145,949025,2007-01-20,Joaquín
2778,295,1658785,,
2779,157,1242498,2007-03-26,Luisa
2780,95,724090,,
2781,182,896532,,
2782,223,985883,2007-04-14,Luisa
2783,272,2008176,,
2784,51,288966,,
2785,215,1015015,2007-03-03,Carmen
2786,123,1211427,2007-04-09,Jesús
2787,59,552476,,
2788,136,777240,2007-04-04,Carmen
2789,212,1565620,2007-04-04,María
2790,99,914463,2007-01-22,Jesús
2791,217,1770503,2007-02-11,Pedro
2792,250,1370500,,
2793,57,360582,,
2794,280,2327080,,
2795,191,1345213,,
2796,275,2096050,,
2797,202,1028988,,
2798,178,1319336,,
2799,212,2108128,,
2800,189,1794366,,
2801,64,594880,2007-04-06,Luisa
2802,244,2429752,2007-01-15,Carmen
2803,117,762606,,
2804,271,1923558,2007-04-17,Luisa
2805,271,2621925,2007-02-19,Carmen
2806,133,1066527,2007-04-30,Luisa
2807,293,2560527,,
2808,206,1659742,2007-03-08,Jesús
2809,83,695789,2007-02-18,Carmen
2810,250,1480500,2007-02-19,Luisa
2811,85,839630,,
2812,292,1905300,2007-03-12,Carmen
2813,128,544896,,
2814,181,1405465,,
2815,92,538568,,
2816,166,1573514,2007-03-17,Pedro
2817,44,224928,,
2818,234,1438866,,
2819,122,817156,,
2820,239,1215554,2007-05-03,Luisa
2821,123,961368,,
2822,128,1162624,,
2823,196,1210496,,
2824,275,2669425,2007-03-23,Jesús
2825,242,1250172,2007-03-08,María
2826,236,1300360,,
2827,187,1513765,,
2828,273,1766310,,
2829,187,1469446,2007-03-31,Joaquín
2830,221,1318707,,
2831,224,1126944,2007-04-07,Joaquín
2832,137,931463,,
2833,192,1661760,,
2834,293,1956068,2007-05-03,Jesús
2835,111,529137,,
2836,50,466850,,
2837,41,379291,2007-04-26,María
2838,53,506256,,
2839,247,1107301,,
2840,172,1167020,2007-03-28,Pedro
2841,125,1041625,2007-05-04,Pedro
2842,245,1240925,,
2843,73,660577,2007-03-25,Carmen
2844,247,1843361,2007-01-30,Pedro
2845,156,887328,,
2846,63,416997,2007-03-13,Joaquín
2847,99,455499,,
2848,285,1940565,,
2849,285,1638750,2007-05-04,Carmen
2850,294,2267622,,
2851,121,567611,2007-03-18,Jesús
2852,260,2292160,2007-03-07,Jesús
2853,190,1105230,,
2854,47,400816,2007-03-28,Carmen
2855,141,821889,,
2856,283,2569923,2007-03-28,Pedro
2857,123,963459,,
2858,141,763938,2007-05-06,Jesús
2859,43,294722,2007-05-05,Jesús
2860,76,354084,,
2861,275,1623600,2007-04-28,Pedro
2862,67,637103,2007-04-26,Pedro
2863,130,1186380,2007-03-06,Jesús
2864,197,1704050,,
2865,292,1427004,,
2866,208,1269008,,
2867,248,1270256,,
2868,75,480600,,
2869,212,1357648,2007-04-25,Luisa
2870,246,2345364,,
2871,267,1516293,2007-02-21,Joaquín
2872,136,1262624,2007-03-27,Carmen
2873,67,342705,,
2874,166,1607710,,
2875,129,722013,2007-03-18,Carmen
2876,174,799356,,
2877,124,950832,,
2878,165,1355805,,
2879,295,1767345,2007-04-03,Jesús
2880,127,815467,2007-04-25,Pedro
2881,55,238975,,
2882,70,407610,,
2883,285,2565285,,
