,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1931,1932,2005-11-27,Local,Venta,Girona,88,795696,2006-05-24,María
1935,1936,2005-11-28,Piso,Venta,Barcelona,249,1780350,2006-03-14,Luisa
1936,1937,2005-11-28,Suelo,Venta,Girona,188,1265992,2006-10-21,Luisa
1937,1938,2005-11-29,Local,Venta,Tarragona,154,783860,2006-05-10,Carmen
1939,1940,2005-11-30,Industrial,Venta,Girona,102,941154,2006-08-11,Pedro
1940,1941,2005-11-30,Casa,Venta,Lleida,172,1701080,2006-10-06,María
1942,1943,2005-12-01,Oficina,Venta,Lleida,289,1406563,2006-08-10,Jesús
1944,1945,2005-12-03,Local,Venta,Lleida,264,1545720,2006-06-09,Luisa
1948,1949,2005-12-05,Piso,Venta,Barcelona,85,693515,2006-03-31,Luisa
1949,1950,2005-12-05,Industrial,Venta,Barcelona,67,324213,2006-04-10,Luisa
1953,1954,2005-12-06,Industrial,Venta,Lleida,264,1346136,2006-10-25,Joaquín
1954,1955,2005-12-07,Casa,Venta,Barcelona,150,753900,2006-03-30,María
1955,1956,2005-12-07,Industrial,Venta,Girona,202,1028382,2006-05-07,Pedro
1958,1959,2005-12-09,Casa,Venta,Tarragona,203,1002211,2006-10-04,María
1959,1960,2005-12-09,Industrial,Venta,Tarragona,287,2446962,2006-11-10,María
1960,1961,2005-12-09,Suelo,Venta,Barcelona,171,807120,2006-11-21,Pedro
1961,1962,2005-12-11,Suelo,Venta,Barcelona,238,2203166,2006-05-01,Carmen
1963,1964,2005-12-13,Piso,Venta,Girona,116,804344,2006-04-29,María
1965,1966,2005-12-13,Local,Venta,Barcelona,66,270996,2006-07-04,Luisa
1966,1967,2005-12-14,Casa,Venta,Lleida,216,2046384,2006-07-03,Pedro
1967,1968,2005-12-15,Local,Venta,Lleida,218,1732446,2006-10-05,Jesús
1968,1969,2005-12-16,Piso,Venta,Barcelona,259,1842785,2006-07-19,María
1969,1970,2005-12-16,Casa,Venta,Barcelona,106,856692,2006-06-12,María
1972,1973,2005-12-17,Parking,Venta,Girona,67,490507,2006-04-01,María
1975,1976,2005-12-17,Local,Venta,Barcelona,165,1393095,2006-12-15,Carmen
1977,1978,2005-12-19,Casa,Venta,Tarragona,162,696762,2006-07-06,Pedro
1979,1980,2005-12-20,Local,Venta,Lleida,281,2671748,2006-12-18,Carmen
1981,1982,2005-12-21,Piso,Venta,Barcelona,248,1036392,2006-12-03,Luisa
1983,1984,2005-12-21,Oficina,Venta,Tarragona,110,701250,2006-11-11,Luisa
1984,1985,2005-12-21,Piso,Venta,Tarragona,289,2789428,2006-04-29,Pedro
1988,1989,2005-12-22,Casa,Venta,Barcelona,276,2548584,2006-10-13,Jesús
1990,1991,2005-12-22,Oficina,Venta,Tarragona,274,2456958,2006-10-03,Jesús
1991,1992,2005-12-22,Industrial,Venta,Lleida,116,984144,2006-06-04,Luisa
1992,1993,2005-12-23,Local,Venta,Girona,299,2110342,2006-04-13,Jesús
1993,1994,2005-12-23,Casa,Venta,Girona,86,651192,2006-04-23,Luisa
1995,1996,2005-12-23,Industrial,Venta,Tarragona,178,1642584,2006-12-18,Luisa
1996,1997,2005-12-23,Casa,Venta,Tarragona,206,1058840,2006-04-02,Jesús
1997,1998,2005-12-24,Local,Venta,Tarragona,264,2303928,2006-04-17,Luisa
1998,1999,2005-12-24,Piso,Venta,Tarragona,243,1693710,2006-05-23,Pedro
1999,2000,2005-12-25,Oficina,Venta,Tarragona,96,456672,2006-07-01,Pedro
2000,2001,2005-12-25,Suelo,Venta,Barcelona,265,1348055,2006-07-19,Joaquín
2001,2002,2005-12-25,Casa,Venta,Barcelona,283,1653852,2006-08-28,María
2005,2006,2005-12-27,Parking,Venta,Girona,272,1774528,2006-06-21,Jesús
2009,2010,2005-12-27,Piso,Venta,Barcelona,158,1040746,2006-09-25,Luisa
2010,2011,2005-12-28,Oficina,Venta,Lleida,259,1555813,2006-09-17,Carmen
2011,2012,2005-12-30,Piso,Venta,Tarragona,94,924866,2006-12-23,Jesús
2014,2015,2005-12-30,Parking,Venta,Girona,262,1407726,2006-11-01,María
2017,2018,2006-01-01,Industrial,Venta,Barcelona,75,545925,2006-09-08,Joaquín
2021,2022,2006-01-02,Industrial,Venta,Tarragona,129,588756,2006-09-05,Carmen
2022,2023,2006-01-02,Local,Venta,Girona,141,763233,2006-12-26,Luisa
2026,2027,2006-01-03,Industrial,Venta,Girona,41,368959,2006-08-29,Carmen
2027,2028,2006-01-03,Local,Venta,Barcelona,122,680760,2006-05-01,María
2030,2031,2006-01-03,Parking,Venta,Lleida,233,1450425,2006-07-16,Luisa
2031,2032,2006-01-03,Industrial,Venta,Girona,116,616192,2006-05-21,María
2034,2035,2006-01-05,Industrial,Venta,Lleida,289,1809140,2006-09-12,Joaquín
2035,2036,2006-01-05,Parking,Venta,Barcelona,90,446940,2006-06-26,María
2036,2037,2006-01-06,Local,Venta,Barcelona,110,700700,2006-04-20,Pedro
2038,2039,2006-01-06,Parking,Venta,Barcelona,199,1139076,2006-06-21,Joaquín
2040,2041,2006-01-07,Industrial,Venta,Tarragona,120,823200,2006-09-02,María
2041,2042,2006-01-08,Suelo,Venta,Barcelona,80,539280,2006-08-01,María
2047,2048,2006-01-10,Local,Venta,Tarragona,170,1102280,2006-08-05,Pedro
2048,2049,2006-01-10,Casa,Venta,Barcelona,275,1856525,2006-09-04,Jesús
2050,2051,2006-01-11,Parking,Venta,Tarragona,130,1275560,2006-11-13,María
2052,2053,2006-01-11,Oficina,Venta,Girona,185,1730675,2006-10-07,María
2053,2054,2006-01-11,Oficina,Venta,Tarragona,247,1568697,2006-05-14,Luisa
2059,2060,2006-01-13,Oficina,Venta,Barcelona,207,1437408,2006-08-21,María
2060,2061,2006-01-13,Suelo,Venta,Lleida,261,1615851,2006-12-25,Jesús
2062,2063,2006-01-13,Suelo,Venta,Barcelona,274,1450556,2006-09-03,María
2064,2065,2006-01-14,Casa,Venta,Tarragona,148,873200,2006-09-26,Pedro
2069,2070,2006-01-15,Suelo,Venta,Barcelona,245,2399040,2006-05-31,Joaquín
2071,2072,2006-01-15,Casa,Venta,Barcelona,93,808170,2006-07-03,Jesús
2072,2073,2006-01-15,Casa,Venta,Girona,239,2030783,2006-12-16,María
2073,2074,2006-01-16,Industrial,Venta,Barcelona,80,363280,2006-12-19,Pedro
2074,2075,2006-01-16,Local,Venta,Lleida,209,1355365,2006-07-01,Joaquín
2075,2076,2006-01-17,Piso,Venta,Barcelona,267,1074675,2006-10-20,Carmen
2079,2080,2006-01-18,Suelo,Venta,Girona,234,2049606,2006-04-21,María
2080,2081,2006-01-18,Local,Venta,Girona,66,500610,2006-05-15,Luisa
2082,2083,2006-01-19,Piso,Venta,Girona,267,2245203,2006-07-28,María
2084,2085,2006-01-19,Industrial,Venta,Girona,296,2387832,2006-06-28,María
2087,2088,2006-01-21,Industrial,Venta,Lleida,101,674276,2006-10-30,Luisa
2090,2091,2006-01-23,Suelo,Venta,Lleida,171,1298403,2006-08-31,Carmen
2091,2092,2006-01-23,Suelo,Venta,Girona,85,472685,2006-09-01,Pedro
2094,2095,2006-01-23,Local,Venta,Lleida,40,272880,2006-09-01,María
2098,2099,2006-01-24,Local,Venta,Lleida,144,1247760,2006-08-03,Luisa
2099,2100,2006-01-24,Casa,Venta,Lleida,80,727680,2006-07-12,Joaquín
2100,2101,2006-01-24,Piso,Venta,Tarragona,220,1522840,2006-05-02,María
2101,2102,2006-01-24,Local,Venta,Tarragona,197,1489911,2006-04-24,Carmen
2103,2104,2006-01-25,Oficina,Venta,Barcelona,223,1970874,2006-06-08,Joaquín
2106,2107,2006-01-25,Industrial,Venta,Lleida,84,816228,2006-12-22,Jesús
2107,2108,2006-01-26,Oficina,Venta,Tarragona,139,1197485,2007-01-24,Pedro
2108,2109,2006-01-26,Casa,Venta,Lleida,91,528892,2006-12-14,María
2110,2111,2006-01-26,Oficina,Venta,Lleida,261,2233899,2006-10-29,Luisa
2111,2112,2006-01-26,Parking,Venta,Tarragona,81,709560,2006-06-28,Joaquín
2112,2113,2006-01-26,Oficina,Venta,Lleida,258,2111472,2006-05-31,Joaquín
2117,2118,2006-01-29,Industrial,Venta,Lleida,246,1285842,2006-08-09,Jesús
2122,2123,2006-01-31,Local,Venta,Barcelona,56,550816,2006-12-03,Jesús
2123,2124,2006-02-01,Parking,Venta,Lleida,89,475171,2006-10-12,Luisa
2124,2125,2006-02-01,Casa,Venta,Barcelona,95,650750,2006-09-24,Carmen
2125,2126,2006-02-01,Piso,Venta,Barcelona,252,2381400,2006-06-13,María
2126,2127,2006-02-01,Piso,Venta,Lleida,157,1409546,2007-01-05,Pedro
2127,2128,2006-02-02,Parking,Venta,Lleida,264,2181432,2006-12-25,María
2129,2130,2006-02-02,Piso,Venta,Lleida,168,928368,2006-12-25,Jesús
2132,2133,2006-02-03,Casa,Venta,Barcelona,40,190280,2006-11-22,Joaquín
2133,2134,2006-02-03,Parking,Venta,Lleida,235,2290545,2006-08-22,Carmen
2135,2136,2006-02-04,Piso,Venta,Tarragona,68,669664,2006-05-29,Jesús
2136,2137,2006-02-04,Local,Venta,Tarragona,216,1204200,2007-01-17,Joaquín
2137,2138,2006-02-04,Parking,Venta,Girona,108,1041120,2006-05-07,Pedro
2144,2145,2006-02-07,Oficina,Venta,Tarragona,46,224342,2006-06-14,Jesús
2145,2146,2006-02-07,Piso,Venta,Tarragona,95,570760,2006-07-01,María
2146,2147,2006-02-07,Casa,Venta,Barcelona,104,682240,2006-08-30,Jesús
2150,2151,2006-02-09,Local,Venta,Lleida,43,303365,2006-12-24,Pedro
2151,2152,2006-02-09,Piso,Venta,Barcelona,293,1298869,2006-07-11,Jesús
2152,2153,2006-02-09,Parking,Venta,Barcelona,227,2001232,2006-12-06,María
2153,2154,2006-02-09,Oficina,Venta,Girona,200,1539800,2006-12-25,Carmen
2156,2157,2006-02-10,Casa,Venta,Tarragona,254,1522222,2007-02-05,María
2157,2158,2006-02-11,Casa,Venta,Tarragona,96,652896,2006-11-07,Joaquín
2158,2159,2006-02-11,Oficina,Venta,Barcelona,233,1157544,2006-06-10,Jesús
2160,2161,2006-02-12,Parking,Venta,Lleida,210,1511160,2006-10-21,Luisa
2163,2164,2006-02-12,Oficina,Venta,Tarragona,62,506540,2006-10-08,Joaquín
2164,2165,2006-02-13,Casa,Venta,Barcelona,83,444299,2007-01-18,Joaquín
2166,2167,2006-02-15,Suelo,Venta,Barcelona,149,1436211,2007-02-01,María
2168,2169,2006-02-15,Suelo,Venta,Tarragona,227,2069786,2006-10-16,Luisa
2172,2173,2006-02-16,Oficina,Venta,Tarragona,279,2331324,2006-08-02,Joaquín
2173,2174,2006-02-16,Suelo,Venta,Lleida,188,1541976,2006-07-19,Joaquín
2177,2178,2006-02-17,Industrial,Venta,Girona,271,2108109,2006-12-24,Pedro
2178,2179,2006-02-17,Oficina,Venta,Girona,127,928243,2006-05-25,María
2180,2181,2006-02-17,Suelo,Venta,Lleida,153,1140156,2006-06-30,Joaquín
2181,2182,2006-02-18,Industrial,Venta,Tarragona,126,1031058,2006-09-13,Carmen
2182,2183,2006-02-18,Local,Venta,Tarragona,55,262185,2007-02-02,Joaquín
2187,2188,2006-02-20,Oficina,Venta,Girona,245,1660120,2006-11-26,Pedro
2188,2189,2006-02-20,Local,Venta,Girona,271,1647409,2007-01-12,Pedro
2189,2190,2006-02-20,Piso,Venta,Tarragona,217,1912638,2006-10-22,Luisa
2191,2192,2006-02-21,Casa,Venta,Lleida,249,1307250,2006-11-20,Luisa
2194,2195,2006-02-22,Casa,Venta,Lleida,168,850752,2006-07-12,Joaquín
2196,2197,2006-02-22,Oficina,Venta,Lleida,160,800160,2006-10-12,Jesús
2197,2198,2006-02-22,Local,Venta,Barcelona,110,704770,2007-01-17,Pedro
2198,2199,2006-02-22,Industrial,Venta,Tarragona,193,982563,2006-05-26,Pedro
2199,2200,2006-02-23,Casa,Venta,Girona,272,1586032,2007-01-23,María
2201,2202,2006-02-24,Parking,Venta,Barcelona,135,764505,2006-06-10,Pedro
2204,2205,2006-02-27,Industrial,Venta,Lleida,166,685082,2007-02-02,Joaquín
2205,2206,2006-02-28,Casa,Venta,Girona,121,1002122,2006-07-13,Pedro
2206,2207,2006-02-28,Casa,Venta,Barcelona,281,2577332,2006-07-03,Carmen
2207,2208,2006-02-28,Industrial,Venta,Tarragona,100,888900,2006-08-02,Joaquín
2208,2209,2006-03-01,Oficina,Venta,Tarragona,296,1761200,2007-02-13,Joaquín
2210,2211,2006-03-01,Local,Venta,Lleida,146,1095146,2006-10-21,María
2211,2212,2006-03-01,Local,Venta,Barcelona,287,1351196,2006-06-18,Jesús
2213,2214,2006-03-02,Industrial,Venta,Girona,249,1882440,2006-12-16,Carmen
2216,2217,2006-03-03,Local,Venta,Tarragona,130,703950,2006-10-28,María
2221,2222,2006-03-04,Industrial,Venta,Girona,201,1929198,2006-08-16,María
2223,2224,2006-03-05,Parking,Venta,Barcelona,293,1996209,2006-07-26,Jesús
2224,2225,2006-03-05,Suelo,Venta,Tarragona,243,1552041,2006-12-03,Luisa
2226,2227,2006-03-06,Casa,Venta,Girona,131,732028,2006-07-04,Pedro
2227,2228,2006-03-06,Suelo,Venta,Tarragona,176,1463264,2006-12-21,Pedro
2231,2232,2006-03-07,Parking,Venta,Barcelona,227,2257515,2007-02-06,Luisa
2234,2235,2006-03-08,Suelo,Venta,Barcelona,62,500836,2007-02-16,Joaquín
2235,2236,2006-03-08,Piso,Venta,Tarragona,138,1343844,2007-01-01,Carmen
2236,2237,2006-03-08,Industrial,Venta,Tarragona,248,1460224,2007-01-26,María
2239,2240,2006-03-09,Casa,Venta,Girona,52,503828,2006-09-26,Jesús
2241,2242,2006-03-11,Industrial,Venta,Tarragona,84,708792,2007-02-26,Luisa
2247,2248,2006-03-13,Casa,Venta,Barcelona,143,616044,2007-01-19,Carmen
2248,2249,2006-03-14,Suelo,Venta,Girona,229,1243699,2007-02-11,María
2251,2252,2006-03-15,Parking,Venta,Lleida,48,400512,2006-07-22,Pedro
2252,2253,2006-03-16,Piso,Venta,Tarragona,258,1646556,2006-11-30,Carmen
2261,2262,2006-03-20,Piso,Venta,Tarragona,199,1685729,2006-12-27,Luisa
2265,2266,2006-03-21,Oficina,Venta,Girona,290,2797050,2006-10-02,Luisa
2266,2267,2006-03-21,Local,Venta,Barcelona,151,776442,2006-08-21,Jesús
2268,2269,2006-03-23,Industrial,Venta,Tarragona,185,867465,2007-02-05,María
2269,2270,2006-03-23,Oficina,Venta,Girona,202,823150,2007-01-31,Jesús
2274,2275,2006-03-26,Suelo,Venta,Tarragona,114,461130,2006-12-26,Joaquín
2276,2277,2006-03-26,Oficina,Venta,Girona,263,2034042,2006-09-08,Carmen
2278,2279,2006-03-28,Oficina,Venta,Tarragona,66,328482,2006-12-14,Joaquín
2281,2282,2006-03-29,Casa,Venta,Tarragona,76,385396,2007-02-17,Jesús
2284,2285,2006-03-30,Piso,Venta,Girona,203,875336,2006-08-28,María
2285,2286,2006-03-30,Local,Venta,Lleida,108,780516,2006-10-07,Joaquín
2286,2287,2006-03-30,Suelo,Venta,Tarragona,230,1690730,2006-11-15,Carmen
2287,2288,2006-03-30,Industrial,Venta,Girona,134,780148,2006-08-23,Joaquín
2288,2289,2006-03-31,Industrial,Venta,Barcelona,111,882783,2006-09-07,María
2289,2290,2006-03-31,Piso,Venta,Lleida,97,950891,2007-03-13,Luisa
2290,2291,2006-03-31,Piso,Venta,Girona,283,1227937,2006-12-31,Joaquín
2291,2292,2006-03-31,Suelo,Venta,Barcelona,295,1490930,2007-03-14,Joaquín
2292,2293,2006-04-01,Local,Venta,Tarragona,102,828138,2006-11-12,Carmen
2293,2294,2006-04-01,Suelo,Venta,Tarragona,112,485520,2006-12-08,Luisa
2294,2295,2006-04-01,Local,Venta,Barcelona,155,1425690,2006-11-08,Jesús
2297,2298,2006-04-01,Oficina,Venta,Tarragona,118,733134,2007-01-21,Jesús
2299,2300,2006-04-02,Oficina,Venta,Tarragona,128,1213312,2006-11-02,María
2303,2304,2006-04-04,Local,Venta,Barcelona,185,779220,2006-10-26,María
2305,2306,2006-04-04,Piso,Venta,Lleida,150,1267950,2006-09-15,Jesús
2308,2309,2006-04-05,Parking,Venta,Tarragona,298,2236490,2007-01-07,Joaquín
2309,2310,2006-04-06,Suelo,Venta,Girona,82,593352,2006-11-25,Joaquín
2315,2316,2006-04-07,Parking,Venta,Girona,181,1789185,2007-01-27,Carmen
2316,2317,2006-04-08,Parking,Venta,Tarragona,151,737635,2007-03-12,Carmen
2317,2318,2006-04-08,Suelo,Venta,Tarragona,179,809080,2006-09-01,Jesús
2318,2319,2006-04-09,Piso,Venta,Lleida,47,313537,2007-01-05,Joaquín
2322,2323,2006-04-09,Local,Venta,Tarragona,141,1058628,2007-01-29,Luisa
2323,2324,2006-04-10,Piso,Venta,Girona,182,1400308,2007-01-07,Joaquín
2325,2326,2006-04-10,Casa,Venta,Girona,89,729444,2006-12-27,Luisa
2326,2327,2006-04-11,Industrial,Venta,Tarragona,161,1240827,2007-03-05,Carmen
2328,2329,2006-04-12,Local,Venta,Tarragona,188,1772840,2006-12-08,Pedro
2330,2331,2006-04-12,Parking,Venta,Lleida,224,1901536,2007-03-23,Joaquín
2331,2332,2006-04-12,Industrial,Venta,Lleida,180,984780,2006-09-01,Joaquín
2332,2333,2006-04-13,Industrial,Venta,Lleida,135,973890,2007-01-09,Joaquín
2333,2334,2006-04-13,Industrial,Venta,Barcelona,288,1781568,2006-09-24,María
2334,2335,2006-04-14,Oficina,Venta,Girona,265,1944570,2006-09-27,Luisa
2336,2337,2006-04-14,Local,Venta,Barcelona,193,1826938,2006-09-12,Pedro
2338,2339,2006-04-16,Local,Venta,Lleida,211,958151,2007-02-01,Carmen
2339,2340,2006-04-16,Casa,Venta,Tarragona,196,1670116,2006-09-19,Pedro
2340,2341,2006-04-17,Piso,Venta,Girona,220,1282820,2006-11-25,Carmen
2341,2342,2006-04-17,Suelo,Venta,Lleida,244,1386164,2007-03-27,María
2345,2346,2006-04-21,Industrial,Venta,Lleida,143,1258972,2006-12-03,Luisa
2346,2347,2006-04-21,Oficina,Venta,Girona,205,886215,2006-12-05,Carmen
2348,2349,2006-04-22,Casa,Venta,Girona,107,668322,2007-04-13,María
2349,2350,2006-04-22,Oficina,Venta,Lleida,62,433008,2006-10-20,Carmen
2351,2352,2006-04-22,Local,Venta,Tarragona,252,1690164,2006-11-16,María
2352,2353,2006-04-22,Oficina,Venta,Barcelona,160,745600,2007-01-06,Joaquín
2354,2355,2006-04-22,Casa,Venta,Barcelona,289,1504823,2006-10-31,Luisa
2355,2356,2006-04-23,Parking,Venta,Girona,199,1777866,2006-12-23,Jesús
2357,2358,2006-04-23,Suelo,Venta,Girona,287,1567020,2006-08-17,Carmen
2360,2361,2006-04-26,Local,Venta,Barcelona,218,2136182,2007-01-14,Luisa
2366,2367,2006-04-29,Local,Venta,Tarragona,243,2047761,2006-10-12,María
2367,2368,2006-04-29,Casa,Venta,Lleida,134,1024698,2006-11-09,Jesús
2370,2371,2006-04-29,Suelo,Venta,Lleida,270,2364390,2007-04-02,Luisa
2372,2373,2006-04-30,Piso,Venta,Barcelona,200,1996000,2006-08-05,Joaquín
2373,2374,2006-05-01,Piso,Venta,Lleida,239,1264310,2007-02-15,Carmen
2374,2375,2006-05-01,Local,Venta,Girona,138,686826,2007-04-30,María
2377,2378,2006-05-02,Local,Venta,Barcelona,292,1538256,2007-05-01,Jesús
2378,2379,2006-05-02,Piso,Venta,Barcelona,233,1220454,2007-04-18,Carmen
2380,2381,2006-05-02,Parking,Venta,Girona,205,1921260,2006-12-17,María
2381,2382,2006-05-03,Casa,Venta,Barcelona,148,749472,2006-10-26,María
2383,2384,2006-05-03,Casa,Venta,Girona,91,680043,2007-02-03,Pedro
2386,2387,2006-05-04,Casa,Venta,Girona,294,1784580,2007-01-28,Luisa
2387,2388,2006-05-05,Parking,Venta,Lleida,106,594130,2006-12-03,Carmen
2389,2390,2006-05-05,Casa,Venta,Lleida,290,1853390,2007-05-01,Luisa
2391,2392,2006-05-08,Oficina,Venta,Lleida,92,783380,2007-05-07,María
2393,2394,2006-05-09,Industrial,Venta,Girona,171,708795,2007-04-07,Carmen
2395,2396,2006-05-11,Local,Venta,Barcelona,170,1602930,2006-11-05,Joaquín
2398,2399,2006-05-12,Piso,Venta,Tarragona,106,729280,2007-03-22,Jesús
2400,2401,2006-05-13,Local,Venta,Girona,216,2144448,2007-01-26,María
2403,2404,2006-05-13,Oficina,Venta,Girona,221,1356498,2006-10-10,Luisa
2406,2407,2006-05-14,Local,Venta,Barcelona,139,560170,2006-08-27,Jesús
2409,2410,2006-05-15,Parking,Venta,Tarragona,67,615663,2007-03-24,Jesús
2410,2411,2006-05-15,Industrial,Venta,Tarragona,201,1163388,2007-01-24,Joaquín
2414,2415,2006-05-16,Oficina,Venta,Girona,295,2200405,2007-03-24,María
2415,2416,2006-05-16,Suelo,Venta,Girona,179,832529,2006-09-29,Jesús
2416,2417,2006-05-17,Local,Venta,Girona,184,1113016,2007-01-15,María
2421,2422,2006-05-19,Industrial,Venta,Tarragona,280,2370200,2007-02-04,Luisa
2424,2425,2006-05-20,Suelo,Venta,Barcelona,285,2603190,2006-11-15,Joaquín
2425,2426,2006-05-20,Suelo,Venta,Girona,247,2320565,2007-05-01,Jesús
2426,2427,2006-05-21,Parking,Venta,Barcelona,213,928041,2006-12-10,Luisa
2428,2429,2006-05-21,Casa,Venta,Girona,273,2682225,,
2429,2430,2006-05-21,Casa,Venta,Girona,245,2037420,2007-04-04,Pedro
2430,2431,2006-05-22,Suelo,Venta,Lleida,271,2303500,2007-01-22,Luisa
2432,2433,2006-05-22,Piso,Venta,Girona,203,1315846,2007-02-27,Carmen
2435,2436,2006-05-25,Suelo,Venta,Girona,61,380274,,
2437,2438,2006-05-26,Piso,Venta,Lleida,129,818505,2006-08-30,Carmen
2446,2447,2006-05-28,Piso,Venta,Girona,106,922200,2007-03-16,Pedro
2448,2449,2006-05-29,Suelo,Venta,Barcelona,228,2203620,2007-03-29,Joaquín
2449,2450,2006-05-29,Parking,Venta,Girona,202,1524898,2006-12-28,Carmen
2450,2451,2006-05-30,Oficina,Venta,Barcelona,65,458640,2006-11-26,Joaquín
2451,2452,2006-05-30,Suelo,Venta,Lleida,83,825518,2007-04-29,Joaquín
2452,2453,2006-05-30,Local,Venta,Tarragona,181,1438226,2006-12-27,Pedro
2454,2455,2006-05-31,Casa,Venta,Tarragona,190,1410370,2006-11-01,María
2455,2456,2006-05-31,Casa,Venta,Barcelona,156,916500,2006-09-11,Joaquín
2456,2457,2006-06-01,Piso,Venta,Lleida,234,1305720,2006-08-31,Luisa
2458,2459,2006-06-01,Casa,Venta,Lleida,270,1097010,2007-04-02,María
2461,2462,2006-06-02,Piso,Venta,Lleida,246,1044762,2007-03-22,María
2462,2463,2006-06-03,Piso,Venta,Girona,110,1026300,2007-02-08,Luisa
2463,2464,2006-06-03,Suelo,Venta,Tarragona,262,1843694,2006-12-29,Carmen
2464,2465,2006-06-03,Industrial,Venta,Lleida,122,1107028,2006-11-19,Pedro
2466,2467,2006-06-03,Piso,Venta,Lleida,224,1705760,2007-03-03,Jesús
2467,2468,2006-06-04,Piso,Venta,Barcelona,57,360696,2007-02-05,Pedro
2468,2469,2006-06-04,Casa,Venta,Barcelona,260,1616680,2007-04-25,Carmen
2469,2470,2006-06-04,Parking,Venta,Girona,129,616878,2006-11-21,María
2471,2472,2006-06-05,Oficina,Venta,Tarragona,166,1068376,2007-03-14,Carmen
2473,2474,2006-06-06,Local,Venta,Lleida,126,1199394,2006-12-08,Carmen
2477,2478,2006-06-06,Suelo,Venta,Girona,294,2353176,2006-10-26,Pedro
2478,2479,2006-06-06,Parking,Venta,Tarragona,73,395879,2007-02-08,Jesús
2480,2481,2006-06-06,Oficina,Venta,Lleida,209,1637515,2007-04-12,Jesús
2481,2482,2006-06-06,Industrial,Venta,Barcelona,215,984915,2006-12-07,María
2485,2486,2006-06-08,Casa,Venta,Girona,115,1147585,2006-11-13,Joaquín
2490,2491,2006-06-10,Local,Venta,Girona,160,1368480,2007-01-07,Joaquín
2491,2492,2006-06-10,Local,Venta,Girona,90,872280,2007-04-17,Joaquín
2493,2494,2006-06-11,Casa,Venta,Girona,77,745822,2006-12-21,Jesús
2494,2495,2006-06-11,Piso,Venta,Girona,98,918652,,
2495,2496,2006-06-11,Piso,Venta,Barcelona,149,701492,2006-11-02,Carmen
2499,2500,2006-06-11,Oficina,Venta,Barcelona,165,1204005,2007-01-23,María
2501,2502,2006-06-13,Suelo,Venta,Tarragona,89,422750,,
2502,2503,2006-06-13,Parking,Venta,Girona,282,2717634,2006-11-30,Pedro
2503,2504,2006-06-13,Local,Venta,Barcelona,245,2090340,,
2504,2505,2006-06-14,Oficina,Venta,Lleida,239,2235367,2006-10-09,María
2506,2507,2006-06-15,Oficina,Venta,Lleida,219,958563,,
2507,2508,2006-06-15,Suelo,Venta,Girona,204,1267452,,
2509,2510,2006-06-16,Suelo,Venta,Barcelona,146,954986,2007-04-23,María
2511,2512,2006-06-16,Piso,Venta,Tarragona,280,2384480,2007-01-01,Pedro
2512,2513,2006-06-17,Casa,Venta,Barcelona,180,887940,2006-10-12,Jesús
2513,2514,2006-06-17,Industrial,Venta,Lleida,134,1083256,2007-01-05,Jesús
2517,2518,2006-06-18,Casa,Venta,Tarragona,248,1826024,,
2519,2520,2006-06-21,Oficina,Venta,Girona,277,2250348,2007-04-21,Jesús
2520,2521,2006-06-21,Oficina,Venta,Lleida,212,1736068,2006-12-24,Joaquín
2523,2524,2006-06-22,Industrial,Venta,Tarragona,91,885339,2006-09-28,Pedro
2526,2527,2006-06-23,Suelo,Venta,Lleida,298,2458798,2006-12-10,Jesús
2531,2532,2006-06-25,Piso,Venta,Tarragona,66,373032,,
2533,2534,2006-06-25,Oficina,Venta,Girona,246,1087812,2006-10-24,Jesús
2534,2535,2006-06-26,Piso,Venta,Lleida,99,819621,2006-10-11,Pedro
2535,2536,2006-06-27,Piso,Venta,Girona,214,1988702,,
2537,2538,2006-06-28,Casa,Venta,Lleida,214,1504420,2006-12-14,Joaquín
2540,2541,2006-06-30,Suelo,Venta,Lleida,209,1844425,2007-04-10,Pedro
2541,2542,2006-06-30,Oficina,Venta,Girona,291,2849763,2007-04-28,Joaquín
2542,2543,2006-06-30,Industrial,Venta,Girona,46,373106,,
2544,2545,2006-07-01,Industrial,Venta,Girona,212,1691124,2006-10-19,María
2547,2548,2006-07-02,Industrial,Venta,Girona,195,1576380,2007-04-24,Luisa
2554,2555,2006-07-04,Casa,Venta,Barcelona,267,2091144,2006-12-24,Luisa
2555,2556,2006-07-04,Oficina,Venta,Barcelona,250,1298500,2006-11-24,Joaquín
2559,2560,2006-07-07,Piso,Venta,Girona,136,580856,,
2561,2562,2006-07-07,Industrial,Venta,Girona,144,598320,,
2563,2564,2006-07-08,Local,Venta,Girona,103,766320,2007-04-24,Jesús
2565,2566,2006-07-09,Oficina,Venta,Barcelona,81,654885,2006-11-13,Pedro
2566,2567,2006-07-09,Suelo,Venta,Barcelona,157,914839,2006-10-21,Jesús
2569,2570,2006-07-10,Parking,Venta,Barcelona,93,512430,2007-04-28,Carmen
2570,2571,2006-07-10,Suelo,Venta,Tarragona,191,1127473,2007-04-01,Luisa
2571,2572,2006-07-10,Industrial,Venta,Tarragona,169,1154101,,
2572,2573,2006-07-11,Industrial,Venta,Lleida,138,668748,2007-01-19,Carmen
2573,2574,2006-07-11,Parking,Venta,Barcelona,256,2470912,,
2574,2575,2006-07-13,Oficina,Venta,Lleida,58,409712,,
