,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1493,1494,2005-06-17,Suelo,Alquiler,Tarragona,201,1471320,2006-03-11,Carmen
1494,1495,2005-06-17,Casa,Venta,Girona,199,1590010,2006-04-13,Carmen
1495,1496,2005-06-18,Suelo,Venta,Lleida,278,2520904,2006-05-12,Luisa
1498,1499,2005-06-19,Industrial,Alquiler,Barcelona,175,1084300,2005-10-10,Luisa
1501,1502,2005-06-21,Industrial,Venta,Girona,120,1175160,2005-11-28,Carmen
1505,1506,2005-06-22,Suelo,Alquiler,Girona,256,2512640,2006-03-16,Jesús
1507,1508,2005-06-22,Casa,Venta,Girona,274,2594780,2006-02-23,María
1508,1509,2005-06-22,Piso,Venta,Girona,244,2180628,2006-02-05,Pedro
1510,1511,2005-06-23,Piso,Venta,Lleida,213,1587063,2006-02-02,Carmen
1511,1512,2005-06-23,Casa,Alquiler,Girona,261,2419209,2006-05-25,María
1514,1515,2005-06-26,Piso,Alquiler,Lleida,200,1689000,2005-09-30,Luisa
1516,1517,2005-06-28,Suelo,Alquiler,Girona,139,1217501,2005-11-20,Joaquín
1517,1518,2005-06-28,Local,Alquiler,Girona,151,1456999,2005-10-01,Carmen
1522,1523,2005-06-29,Local,Venta,Lleida,158,1454232,2006-01-24,Pedro
1524,1525,2005-06-30,Local,Venta,Tarragona,252,2283372,2006-02-12,Carmen
1525,1526,2005-06-30,Oficina,Venta,Girona,68,586908,2006-05-28,Luisa
1527,1528,2005-06-30,Oficina,Alquiler,Girona,204,1132608,2005-11-12,María
1528,1529,2005-06-30,Oficina,Alquiler,Girona,185,1257075,2006-06-06,María
1530,1531,2005-07-01,Local,Venta,Lleida,251,2325766,2005-10-20,Joaquín
1531,1532,2005-07-01,Piso,Alquiler,Girona,260,1542580,2006-05-03,Luisa
1533,1534,2005-07-02,Local,Alquiler,Barcelona,217,1742293,2006-04-13,Pedro
1536,1537,2005-07-04,Piso,Venta,Barcelona,197,1035826,2006-05-27,Jesús
1537,1538,2005-07-04,Industrial,Alquiler,Girona,161,1405852,2006-05-14,Pedro
1538,1539,2005-07-04,Oficina,Venta,Tarragona,103,850368,2005-10-30,Carmen
1539,1540,2005-07-05,Suelo,Alquiler,Tarragona,227,2223919,2005-11-19,Joaquín
1540,1541,2005-07-06,Local,Venta,Lleida,124,1045816,2006-03-12,Carmen
1541,1542,2005-07-06,Industrial,Venta,Tarragona,243,2401083,2006-04-08,Joaquín
1542,1543,2005-07-06,Oficina,Venta,Girona,53,381494,2005-12-27,Luisa
1543,1544,2005-07-06,Parking,Venta,Lleida,199,1573493,2006-07-02,Luisa
1544,1545,2005-07-06,Oficina,Venta,Lleida,88,866008,2006-06-23,Pedro
1545,1546,2005-07-07,Piso,Alquiler,Girona,135,1294110,2006-03-08,Jesús
1546,1547,2005-07-07,Piso,Venta,Barcelona,214,1258534,2006-01-27,María
1548,1549,2005-07-08,Oficina,Alquiler,Tarragona,59,519259,2005-10-30,María
1555,1556,2005-07-12,Piso,Alquiler,Tarragona,183,1388238,2006-06-13,Joaquín
1556,1557,2005-07-12,Local,Venta,Barcelona,159,1582845,2006-04-15,Pedro
1559,1560,2005-07-14,Casa,Alquiler,Girona,177,1074921,2005-10-25,Luisa
1560,1561,2005-07-15,Casa,Alquiler,Barcelona,291,1823406,2006-05-02,Pedro
1562,1563,2005-07-15,Suelo,Venta,Girona,206,1881810,2006-07-10,Joaquín
1563,1564,2005-07-15,Parking,Venta,Lleida,240,1983840,2005-10-18,Pedro
1566,1567,2005-07-16,Oficina,Alquiler,Tarragona,296,2057496,2005-11-13,Jesús
1567,1568,2005-07-17,Piso,Alquiler,Lleida,210,2005080,2006-04-25,Pedro
1568,1569,2005-07-17,Oficina,Alquiler,Tarragona,273,2202837,2006-06-27,María
1571,1572,2005-07-18,Local,Alquiler,Barcelona,300,1716300,2006-04-21,María
1572,1573,2005-07-18,Local,Venta,Barcelona,202,1271388,2006-01-10,Joaquín
1573,1574,2005-07-18,Piso,Alquiler,Barcelona,203,1699719,2006-01-10,Jesús
1574,1575,2005-07-19,Industrial,Venta,Barcelona,275,1620575,2006-02-18,Joaquín
1575,1576,2005-07-20,Piso,Alquiler,Lleida,298,2207286,2006-07-09,Pedro
1576,1577,2005-07-20,Piso,Alquiler,Tarragona,288,1186560,2005-11-05,Luisa
1577,1578,2005-07-20,Local,Venta,Girona,178,1723040,2006-04-05,Jesús
1578,1579,2005-07-20,Suelo,Venta,Tarragona,141,1207101,2006-02-20,María
1580,1581,2005-07-21,Suelo,Alquiler,Tarragona,233,2224917,2005-10-27,Jesús
1581,1582,2005-07-21,Parking,Alquiler,Lleida,297,2463021,2006-03-13,María
1582,1583,2005-07-22,Suelo,Alquiler,Girona,300,1832100,2006-05-02,Carmen
1584,1585,2005-07-22,Casa,Venta,Girona,203,1026774,2006-07-04,Pedro
1585,1586,2005-07-22,Industrial,Venta,Tarragona,291,1447434,2006-02-02,María
1587,1588,2005-07-23,Local,Alquiler,Girona,245,2170945,2006-05-14,Jesús
1588,1589,2005-07-23,Casa,Venta,Lleida,287,1607487,2005-11-01,Carmen
1590,1591,2005-07-24,Parking,Venta,Tarragona,255,1627920,2006-03-12,Jesús
1591,1592,2005-07-24,Parking,Venta,Barcelona,207,1107864,2006-05-15,Luisa
1595,1596,2005-07-25,Suelo,Alquiler,Barcelona,264,2133120,2006-01-26,María
1596,1597,2005-07-26,Parking,Venta,Lleida,256,1656064,2006-02-02,Pedro
1597,1598,2005-07-26,Industrial,Alquiler,Girona,167,1606206,2005-12-11,Joaquín
1598,1599,2005-07-26,Suelo,Alquiler,Girona,245,1311730,2006-01-06,Pedro
1599,1600,2005-07-27,Oficina,Alquiler,Lleida,114,764370,2006-02-24,Carmen
1600,1601,2005-07-28,Industrial,Venta,Lleida,136,1309544,2005-11-19,Joaquín
1604,1605,2005-07-30,Casa,Alquiler,Barcelona,260,1301560,2005-12-29,Carmen
1605,1606,2005-07-31,Piso,Alquiler,Barcelona,211,1951328,2006-01-03,Luisa
1607,1608,2005-08-01,Oficina,Venta,Barcelona,139,740731,2006-03-14,María
1609,1610,2005-08-01,Piso,Venta,Lleida,245,2292465,2006-06-10,Carmen
1611,1612,2005-08-03,Oficina,Venta,Lleida,275,2110900,2006-07-24,Pedro
1614,1615,2005-08-03,Oficina,Venta,Girona,64,399488,2005-12-07,Jesús
1615,1616,2005-08-03,Oficina,Alquiler,Lleida,126,757260,2006-07-23,Pedro
1618,1619,2005-08-04,Casa,Alquiler,Girona,222,1477410,2006-05-06,María
1620,1621,2005-08-04,Casa,Venta,Girona,286,1658800,2005-11-27,María
1621,1622,2005-08-04,Industrial,Venta,Tarragona,233,1782683,2006-07-28,Pedro
1623,1624,2005-08-04,Oficina,Alquiler,Tarragona,59,281548,2006-07-22,Jesús
1624,1625,2005-08-05,Oficina,Alquiler,Lleida,73,328646,2006-02-01,Carmen
1625,1626,2005-08-05,Local,Venta,Barcelona,188,1209216,2006-03-14,María
1626,1627,2005-08-06,Parking,Venta,Barcelona,245,1202705,2005-12-10,Jesús
1627,1628,2005-08-06,Parking,Venta,Girona,297,2440449,2006-08-03,Carmen
1630,1631,2005-08-07,Local,Alquiler,Barcelona,300,1900200,2005-12-09,Pedro
1631,1632,2005-08-07,Oficina,Alquiler,Tarragona,48,404352,2006-02-25,Joaquín
1632,1633,2005-08-07,Suelo,Venta,Lleida,201,1522977,2005-11-24,Carmen
1634,1635,2005-08-08,Piso,Alquiler,Barcelona,250,1669250,2006-01-04,María
1635,1636,2005-08-08,Suelo,Venta,Girona,224,1448384,2005-12-20,Joaquín
1637,1638,2005-08-08,Piso,Venta,Girona,184,1156808,2006-04-26,Carmen
1638,1639,2005-08-09,Parking,Venta,Lleida,300,2155200,2006-08-05,Jesús
1639,1640,2005-08-09,Parking,Alquiler,Tarragona,162,1297134,2006-02-14,María
1640,1641,2005-08-09,Oficina,Alquiler,Lleida,93,552513,2006-01-29,Pedro
1641,1642,2005-08-10,Industrial,Venta,Lleida,276,2667816,2005-12-16,Joaquín
1642,1643,2005-08-10,Piso,Alquiler,Tarragona,130,1246050,2005-11-27,Luisa
1643,1644,2005-08-10,Local,Venta,Barcelona,269,2384954,2006-02-12,María
1645,1646,2005-08-11,Parking,Venta,Girona,184,1147608,2006-06-29,Luisa
1646,1647,2005-08-12,Local,Venta,Tarragona,297,2888325,2005-11-27,Pedro
1653,1654,2005-08-15,Oficina,Alquiler,Lleida,137,804327,2005-12-17,Joaquín
1655,1656,2005-08-15,Oficina,Alquiler,Lleida,79,411669,2006-08-04,Pedro
1657,1658,2005-08-16,Parking,Alquiler,Barcelona,232,1643256,2006-02-22,María
1658,1659,2005-08-16,Suelo,Alquiler,Barcelona,221,1069640,2006-06-01,Joaquín
1659,1660,2005-08-16,Suelo,Alquiler,Lleida,212,1926868,2005-11-24,Carmen
1660,1661,2005-08-17,Oficina,Venta,Barcelona,58,509356,2006-05-20,Luisa
1661,1662,2005-08-17,Piso,Venta,Lleida,167,1423007,2006-04-08,Carmen
1663,1664,2005-08-19,Oficina,Venta,Girona,272,2233120,2005-12-13,Luisa
1664,1665,2005-08-19,Industrial,Alquiler,Lleida,238,2275994,2006-06-15,Joaquín
1665,1666,2005-08-19,Oficina,Alquiler,Lleida,69,442635,2006-06-15,María
1667,1668,2005-08-22,Oficina,Alquiler,Lleida,103,872204,2005-11-26,María
1668,1669,2005-08-23,Oficina,Alquiler,Girona,203,1933372,2006-01-31,Jesús
1669,1670,2005-08-23,Local,Venta,Tarragona,263,1499889,2006-08-08,Pedro
1670,1671,2005-08-24,Industrial,Venta,Tarragona,236,1707224,2006-02-05,Pedro
1671,1672,2005-08-25,Oficina,Venta,Girona,227,1789214,2005-12-02,Joaquín
1672,1673,2005-08-26,Industrial,Venta,Lleida,223,1509710,2006-01-11,Jesús
1673,1674,2005-08-26,Casa,Venta,Girona,242,2290046,2006-01-24,María
1674,1675,2005-08-26,Piso,Alquiler,Tarragona,216,2045304,2006-04-09,Jesús
1675,1676,2005-08-27,Oficina,Venta,Tarragona,239,2181353,2006-06-15,María
1676,1677,2005-08-27,Industrial,Venta,Lleida,300,2625600,2006-01-08,María
1677,1678,2005-08-27,Oficina,Venta,Lleida,48,474864,2006-02-11,Luisa
1678,1679,2005-08-27,Oficina,Venta,Barcelona,91,663845,2006-04-07,María
1680,1681,2005-08-28,Casa,Venta,Girona,284,1459192,2006-07-02,María
1681,1682,2005-08-28,Casa,Alquiler,Girona,265,1441070,2006-08-04,Jesús
1683,1684,2005-08-28,Industrial,Alquiler,Girona,224,1932448,2006-02-03,Carmen
1684,1685,2005-08-28,Piso,Alquiler,Barcelona,254,1191260,2006-07-27,Pedro
1687,1688,2005-08-29,Piso,Alquiler,Lleida,252,1923516,2006-05-23,Pedro
1692,1693,2005-08-30,Suelo,Venta,Lleida,233,2171327,2006-01-09,Jesús
1693,1694,2005-08-31,Local,Venta,Girona,275,1826825,2006-05-14,Jesús
1694,1695,2005-08-31,Casa,Alquiler,Girona,248,1234048,2006-02-28,Jesús
1695,1696,2005-08-31,Industrial,Venta,Barcelona,158,1473982,2006-08-29,Carmen
1696,1697,2005-09-01,Industrial,Venta,Girona,116,1143412,2006-07-03,María
1697,1698,2005-09-02,Industrial,Alquiler,Barcelona,213,1333593,2006-04-06,Jesús
1698,1699,2005-09-03,Industrial,Alquiler,Barcelona,202,1558430,2006-01-26,Jesús
1699,1700,2005-09-03,Parking,Venta,Barcelona,163,1150128,2006-03-18,Joaquín
1700,1701,2005-09-03,Piso,Venta,Barcelona,245,1517285,2006-05-07,Luisa
1702,1703,2005-09-06,Industrial,Venta,Lleida,288,2171520,2006-08-28,Carmen
1704,1705,2005-09-06,Local,Alquiler,Tarragona,170,1429020,2005-12-14,Pedro
1705,1706,2005-09-06,Industrial,Alquiler,Tarragona,261,2026404,2006-02-05,Carmen
1707,1708,2005-09-07,Casa,Alquiler,Tarragona,205,1762180,2006-05-14,Jesús
1709,1710,2005-09-07,Local,Venta,Barcelona,272,2074000,2006-08-14,Joaquín
1710,1711,2005-09-08,Local,Venta,Barcelona,299,1424436,2006-01-17,Carmen
1712,1713,2005-09-09,Piso,Venta,Girona,201,1333434,2006-02-17,María
1715,1716,2005-09-09,Oficina,Venta,Tarragona,187,1031305,2006-02-17,Joaquín
1717,1718,2005-09-09,Local,Venta,Barcelona,218,1911424,2006-07-22,Carmen
1719,1720,2005-09-10,Local,Venta,Barcelona,254,1668526,2005-12-29,Carmen
1720,1721,2005-09-10,Oficina,Alquiler,Lleida,173,994750,2006-09-02,Joaquín
1721,1722,2005-09-10,Piso,Alquiler,Tarragona,250,2478000,2006-04-27,Carmen
1722,1723,2005-09-10,Oficina,Alquiler,Lleida,142,1201462,2006-08-06,Jesús
1723,1724,2005-09-10,Parking,Venta,Tarragona,270,1798470,2006-03-02,Joaquín
1725,1726,2005-09-11,Oficina,Alquiler,Lleida,194,1931658,2005-12-14,Jesús
1726,1727,2005-09-11,Industrial,Venta,Tarragona,271,2028164,2006-01-07,María
1727,1728,2005-09-11,Piso,Alquiler,Tarragona,240,1602720,2006-06-03,Joaquín
1728,1729,2005-09-11,Suelo,Venta,Tarragona,185,1230990,2006-05-19,Jesús
1729,1730,2005-09-12,Oficina,Venta,Tarragona,194,1490114,2005-12-18,Luisa
1730,1731,2005-09-12,Parking,Venta,Tarragona,223,2143922,2006-04-20,Jesús
1731,1732,2005-09-12,Oficina,Venta,Barcelona,66,415866,2006-07-19,María
1733,1734,2005-09-13,Oficina,Alquiler,Barcelona,223,974956,2006-07-23,Luisa
1734,1735,2005-09-14,Parking,Alquiler,Girona,258,1430352,2006-01-14,María
1735,1736,2005-09-14,Industrial,Alquiler,Tarragona,176,1043856,2006-05-25,Jesús
1740,1741,2005-09-16,Oficina,Venta,Tarragona,79,441373,2006-02-02,Carmen
1742,1743,2005-09-17,Casa,Venta,Girona,292,2630336,2006-01-08,Joaquín
1745,1746,2005-09-19,Parking,Alquiler,Barcelona,193,1540140,2006-08-08,Jesús
1746,1747,2005-09-20,Piso,Alquiler,Girona,240,2183760,2006-01-27,Jesús
1750,1751,2005-09-21,Parking,Alquiler,Girona,258,1758786,2006-02-24,Jesús
1752,1753,2005-09-21,Casa,Alquiler,Tarragona,185,1129980,2006-04-10,Pedro
1754,1755,2005-09-22,Casa,Venta,Barcelona,182,1305304,2006-06-06,Luisa
1755,1756,2005-09-24,Oficina,Alquiler,Lleida,85,613275,2006-02-12,Pedro
1758,1759,2005-09-25,Casa,Venta,Tarragona,232,2133472,2006-05-18,Carmen
1760,1761,2005-09-26,Piso,Venta,Lleida,214,1689316,2006-01-17,Carmen
1761,1762,2005-09-26,Casa,Venta,Girona,191,1514057,2006-09-20,Luisa
1765,1766,2005-09-29,Oficina,Venta,Barcelona,231,2299374,2006-05-15,Jesús
1768,1769,2005-10-01,Oficina,Venta,Tarragona,134,549668,2006-08-10,Pedro
1770,1771,2005-10-01,Local,Alquiler,Tarragona,285,1779825,2006-02-28,María
1773,1774,2005-10-01,Casa,Venta,Lleida,193,1033515,2005-12-30,Pedro
1775,1776,2005-10-01,Parking,Venta,Tarragona,229,2215117,2006-08-01,Jesús
1776,1777,2005-10-02,Local,Venta,Girona,279,1512738,2006-07-08,Luisa
1777,1778,2005-10-02,Local,Alquiler,Barcelona,204,1929228,2006-05-14,Pedro
1781,1782,2005-10-02,Casa,Alquiler,Barcelona,258,1146552,2006-07-26,Luisa
1782,1783,2005-10-03,Piso,Venta,Lleida,300,1506300,2006-04-24,Pedro
1784,1785,2005-10-03,Oficina,Venta,Tarragona,61,257725,2006-02-27,Jesús
1786,1787,2005-10-03,Parking,Venta,Tarragona,299,2669472,2006-06-10,Joaquín
1788,1789,2005-10-04,Oficina,Alquiler,Girona,85,749275,2006-01-05,María
1789,1790,2005-10-04,Local,Venta,Girona,238,2184364,2006-08-11,Luisa
1790,1791,2005-10-04,Oficina,Alquiler,Girona,228,1747392,2006-05-24,Carmen
1792,1793,2005-10-05,Casa,Alquiler,Barcelona,274,1753052,2006-02-28,Joaquín
1794,1795,2005-10-05,Oficina,Venta,Barcelona,224,1420160,2006-05-03,Jesús
1795,1796,2005-10-06,Casa,Alquiler,Girona,208,1811680,2006-05-31,Jesús
1797,1798,2005-10-06,Local,Alquiler,Barcelona,211,1522998,2006-06-02,Luisa
1798,1799,2005-10-06,Oficina,Alquiler,Lleida,289,2249576,2006-06-18,Carmen
1799,1800,2005-10-06,Industrial,Venta,Lleida,160,1319520,2006-08-02,Jesús
1800,1801,2005-10-06,Piso,Venta,Tarragona,127,1204722,2006-07-29,Joaquín
1801,1802,2005-10-07,Oficina,Venta,Barcelona,158,909606,2006-06-19,Carmen
1802,1803,2005-10-07,Casa,Venta,Lleida,253,2378453,2006-09-10,Luisa
1804,1805,2005-10-07,Suelo,Venta,Barcelona,242,1963104,2006-07-19,Pedro
1805,1806,2005-10-08,Industrial,Venta,Tarragona,264,1133352,2006-02-02,Pedro
1806,1807,2005-10-09,Local,Alquiler,Girona,211,1244056,2006-09-01,María
1808,1809,2005-10-11,Local,Alquiler,Girona,151,1382707,2006-05-07,María
1810,1811,2005-10-12,Oficina,Venta,Lleida,215,1473180,2006-05-12,Pedro
1811,1812,2005-10-12,Oficina,Venta,Barcelona,124,945624,2006-05-22,Joaquín
1812,1813,2005-10-12,Local,Alquiler,Girona,246,2010312,2006-02-21,María
1815,1816,2005-10-12,Industrial,Venta,Tarragona,120,1050000,2006-02-05,Pedro
1817,1818,2005-10-13,Local,Venta,Lleida,255,2063460,2006-05-25,Luisa
1818,1819,2005-10-13,Casa,Venta,Lleida,245,1605730,2006-06-20,Pedro
1820,1821,2005-10-14,Casa,Alquiler,Girona,207,1556226,2006-06-21,Carmen
1822,1823,2005-10-15,Parking,Alquiler,Barcelona,271,2334123,2006-08-02,Joaquín
1823,1824,2005-10-15,Local,Alquiler,Lleida,257,2136184,2006-04-18,Jesús
1824,1825,2005-10-15,Piso,Venta,Girona,262,2390750,2006-03-11,Pedro
1826,1827,2005-10-16,Oficina,Venta,Girona,145,1169860,2006-05-06,Joaquín
1827,1828,2005-10-16,Local,Venta,Barcelona,214,1687604,2006-01-22,Luisa
1829,1830,2005-10-17,Oficina,Venta,Lleida,202,1867692,2006-03-06,Jesús
1830,1831,2005-10-17,Oficina,Venta,Tarragona,156,991224,2006-05-30,Carmen
1831,1832,2005-10-18,Piso,Alquiler,Lleida,211,1284568,2006-08-26,Carmen
1833,1834,2005-10-18,Casa,Alquiler,Girona,157,1182053,2006-04-09,Joaquín
1834,1835,2005-10-19,Oficina,Venta,Tarragona,70,511840,2006-03-20,María
1837,1838,2005-10-20,Suelo,Alquiler,Tarragona,214,1642664,2006-08-29,Luisa
1838,1839,2005-10-21,Casa,Alquiler,Girona,258,2475510,2006-06-28,Jesús
1839,1840,2005-10-22,Suelo,Alquiler,Barcelona,276,1544496,2006-05-12,Carmen
1841,1842,2005-10-22,Industrial,Venta,Lleida,254,2299208,2006-09-05,Pedro
1845,1846,2005-10-26,Local,Alquiler,Lleida,205,1597360,2006-10-15,Carmen
1846,1847,2005-10-27,Oficina,Alquiler,Tarragona,182,1499134,2006-09-07,Joaquín
1847,1848,2005-10-27,Oficina,Venta,Girona,266,1327606,2006-05-02,María
1851,1852,2005-10-28,Piso,Alquiler,Girona,164,1421060,2006-10-28,Luisa
1852,1853,2005-10-28,Industrial,Alquiler,Barcelona,224,1422624,2006-03-12,Luisa
1853,1854,2005-10-28,Suelo,Venta,Barcelona,249,1878954,2006-10-28,Luisa
1854,1855,2005-10-29,Casa,Venta,Girona,160,1263040,2006-02-08,Jesús
1855,1856,2005-10-29,Casa,Venta,Girona,284,2467960,2006-04-25,Pedro
1856,1857,2005-10-30,Local,Venta,Lleida,254,2394204,2006-08-19,María
1858,1859,2005-10-31,Casa,Alquiler,Girona,216,1883088,2006-10-18,Pedro
1859,1860,2005-11-01,Oficina,Alquiler,Girona,213,2083779,2006-04-23,María
1860,1861,2005-11-02,Suelo,Venta,Lleida,228,1944840,2006-10-10,María
1861,1862,2005-11-02,Parking,Venta,Barcelona,249,2221329,2006-05-12,Pedro
1863,1864,2005-11-02,Oficina,Alquiler,Girona,67,304113,2006-06-29,Joaquín
1868,1869,2005-11-04,Piso,Venta,Girona,259,1074332,2006-02-09,Joaquín
1869,1870,2005-11-04,Suelo,Venta,Girona,191,1895293,2006-07-21,María
1870,1871,2005-11-05,Oficina,Venta,Girona,119,523481,2006-10-29,Luisa
1871,1872,2005-11-05,Industrial,Alquiler,Girona,233,1644747,2006-05-05,Carmen
1872,1873,2005-11-05,Parking,Alquiler,Tarragona,122,1162172,2006-02-26,Luisa
1874,1875,2005-11-07,Oficina,Venta,Lleida,93,589155,2006-04-22,Carmen
1875,1876,2005-11-08,Local,Alquiler,Lleida,191,1370998,2006-09-07,Joaquín
1876,1877,2005-11-08,Oficina,Venta,Tarragona,171,1093887,2006-04-09,Pedro
1879,1880,2005-11-08,Oficina,Alquiler,Girona,153,912798,2006-05-31,Jesús
1880,1881,2005-11-09,Piso,Alquiler,Tarragona,157,1174203,2006-04-09,Pedro
1881,1882,2005-11-09,Suelo,Alquiler,Lleida,186,1713990,2006-08-28,María
1882,1883,2005-11-09,Parking,Alquiler,Girona,156,1508988,2006-09-18,Jesús
1883,1884,2005-11-10,Local,Alquiler,Barcelona,246,2216214,2006-04-17,María
1884,1885,2005-11-12,Suelo,Venta,Tarragona,225,1300500,2006-07-24,Carmen
1885,1886,2005-11-12,Oficina,Alquiler,Girona,273,2333058,2006-03-05,Joaquín
1889,1890,2005-11-13,Oficina,Venta,Tarragona,251,2070750,2006-09-03,Carmen
1891,1892,2005-11-13,Industrial,Venta,Tarragona,154,1380764,2006-05-04,Carmen
1892,1893,2005-11-13,Oficina,Alquiler,Barcelona,70,526680,2006-02-17,Joaquín
1894,1895,2005-11-14,Suelo,Venta,Lleida,280,1720320,2006-04-05,María
1895,1896,2005-11-14,Oficina,Venta,Lleida,191,804683,2006-02-14,María
1896,1897,2005-11-15,Oficina,Alquiler,Barcelona,62,421290,2006-05-21,Joaquín
1897,1898,2005-11-16,Suelo,Alquiler,Lleida,163,1179957,2006-06-06,María
1899,1900,2005-11-16,Local,Venta,Tarragona,277,1116587,2006-10-01,Carmen
1902,1903,2005-11-19,Parking,Venta,Barcelona,145,1213505,2006-11-05,Pedro
1903,1904,2005-11-19,Oficina,Venta,Tarragona,220,1601600,2006-05-05,Luisa
1909,1910,2005-11-21,Suelo,Alquiler,Tarragona,185,1179190,2006-03-14,Luisa
1910,1911,2005-11-21,Casa,Alquiler,Barcelona,113,1059827,2006-10-21,Joaquín
1912,1913,2005-11-22,Industrial,Alquiler,Tarragona,287,1926344,2006-06-18,María
1914,1915,2005-11-22,Industrial,Alquiler,Lleida,177,1736901,2006-10-24,María
1915,1916,2005-11-22,Oficina,Venta,Lleida,263,2323868,2006-05-25,Pedro
1918,1919,2005-11-23,Oficina,Alquiler,Tarragona,44,363968,2006-09-02,Carmen
1919,1920,2005-11-23,Suelo,Venta,Girona,243,2347137,2006-07-19,María
1920,1921,2005-11-24,Oficina,Venta,Girona,87,655893,2006-03-09,Jesús
1921,1922,2005-11-24,Casa,Venta,Tarragona,223,1360523,2006-03-02,Jesús
1922,1923,2005-11-24,Suelo,Alquiler,Tarragona,287,1276289,2006-04-19,María
1923,1924,2005-11-25,Parking,Alquiler,Tarragona,295,2613405,2006-11-23,Carmen
1924,1925,2005-11-25,Industrial,Alquiler,Barcelona,276,1817736,2006-09-14,Joaquín
1927,1928,2005-11-26,Piso,Alquiler,Tarragona,179,1674903,2006-04-30,Jesús
1929,1930,2005-11-26,Industrial,Alquiler,Tarragona,276,1539252,2006-09-20,Pedro
1930,1931,2005-11-27,Casa,Alquiler,Tarragona,288,1228320,2006-09-23,Jesús
1932,1933,2005-11-27,Industrial,Alquiler,Barcelona,180,1688040,2006-07-07,Luisa
1933,1934,2005-11-28,Industrial,Alquiler,Tarragona,105,1021230,2006-09-17,Carmen
1935,1936,2005-11-28,Piso,Venta,Barcelona,249,1780350,2006-03-14,Luisa
1936,1937,2005-11-28,Suelo,Venta,Girona,188,1265992,2006-10-21,Luisa
1940,1941,2005-11-30,Casa,Venta,Lleida,172,1701080,2006-10-06,María
1941,1942,2005-11-30,Oficina,Alquiler,Girona,113,747947,2006-06-09,Pedro
1942,1943,2005-12-01,Oficina,Venta,Lleida,289,1406563,2006-08-10,Jesús
1943,1944,2005-12-01,Local,Alquiler,Girona,210,1527120,2006-06-17,Jesús
1944,1945,2005-12-03,Local,Venta,Lleida,264,1545720,2006-06-09,Luisa
1945,1946,2005-12-03,Piso,Alquiler,Barcelona,264,2147112,2006-05-10,Joaquín
1946,1947,2005-12-03,Piso,Alquiler,Lleida,176,1189936,2006-08-12,Carmen
1947,1948,2005-12-04,Casa,Alquiler,Barcelona,176,1685904,2006-07-29,Pedro
1951,1952,2005-12-06,Casa,Alquiler,Lleida,162,1341684,2006-11-09,María
1952,1953,2005-12-06,Parking,Alquiler,Girona,250,2103000,2006-09-13,Jesús
1953,1954,2005-12-06,Industrial,Venta,Lleida,264,1346136,2006-10-25,Joaquín
1955,1956,2005-12-07,Industrial,Venta,Girona,202,1028382,2006-05-07,Pedro
1956,1957,2005-12-08,Oficina,Alquiler,Barcelona,293,2868470,2006-03-18,Luisa
1957,1958,2005-12-09,Parking,Alquiler,Lleida,296,1536832,2006-08-22,Joaquín
1958,1959,2005-12-09,Casa,Venta,Tarragona,203,1002211,2006-10-04,María
1959,1960,2005-12-09,Industrial,Venta,Tarragona,287,2446962,2006-11-10,María
1961,1962,2005-12-11,Suelo,Venta,Barcelona,238,2203166,2006-05-01,Carmen
1962,1963,2005-12-12,Oficina,Alquiler,Tarragona,117,536679,2006-07-19,Joaquín
1966,1967,2005-12-14,Casa,Venta,Lleida,216,2046384,2006-07-03,Pedro
1967,1968,2005-12-15,Local,Venta,Lleida,218,1732446,2006-10-05,Jesús
1968,1969,2005-12-16,Piso,Venta,Barcelona,259,1842785,2006-07-19,María
1970,1971,2005-12-16,Oficina,Alquiler,Girona,135,857925,2006-06-25,Joaquín
1975,1976,2005-12-17,Local,Venta,Barcelona,165,1393095,2006-12-15,Carmen
1976,1977,2005-12-18,Local,Alquiler,Tarragona,207,1395387,2006-05-18,Luisa
1978,1979,2005-12-20,Industrial,Alquiler,Barcelona,238,2136288,2006-09-01,María
1979,1980,2005-12-20,Local,Venta,Lleida,281,2671748,2006-12-18,Carmen
1981,1982,2005-12-21,Piso,Venta,Barcelona,248,1036392,2006-12-03,Luisa
1982,1983,2005-12-21,Suelo,Alquiler,Barcelona,243,2390634,2006-06-26,Luisa
1983,1984,2005-12-21,Oficina,Venta,Tarragona,110,701250,2006-11-11,Luisa
1984,1985,2005-12-21,Piso,Venta,Tarragona,289,2789428,2006-04-29,Pedro
1985,1986,2005-12-21,Oficina,Alquiler,Barcelona,190,940500,2006-12-11,Joaquín
1987,1988,2005-12-22,Industrial,Alquiler,Girona,210,1770930,2006-04-20,María
1988,1989,2005-12-22,Casa,Venta,Barcelona,276,2548584,2006-10-13,Jesús
1989,1990,2005-12-22,Suelo,Alquiler,Tarragona,203,2021880,2006-04-29,Joaquín
1990,1991,2005-12-22,Oficina,Venta,Tarragona,274,2456958,2006-10-03,Jesús
1992,1993,2005-12-23,Local,Venta,Girona,299,2110342,2006-04-13,Jesús
1994,1995,2005-12-23,Local,Alquiler,Barcelona,267,2263626,2006-07-04,Pedro
1995,1996,2005-12-23,Industrial,Venta,Tarragona,178,1642584,2006-12-18,Luisa
1996,1997,2005-12-23,Casa,Venta,Tarragona,206,1058840,2006-04-02,Jesús
